city,timestamp,temperature,season
New York,2010-01-01,6.213185640971872,winter
New York,2010-01-02,4.099969924627511,winter
New York,2010-01-03,-7.582808159722543,winter
New York,2010-01-04,-9.911894115680305,winter
New York,2010-01-05,-0.13134697057325107,winter
New York,2010-01-06,-4.2096390979289025,winter
New York,2010-01-07,1.3483260370775287,winter
New York,2010-01-08,1.184811924091326,winter
New York,2010-01-09,0.6064904450923224,winter
New York,2010-01-10,-4.977761449692289,winter
New York,2010-01-11,7.851421225430264,winter
New York,2010-01-12,0.05518959555357207,winter
New York,2010-01-13,5.1086855972675735,winter
New York,2010-01-14,-7.123236522025987,winter
New York,2010-01-15,-1.050387582778167,winter
New York,2010-01-16,-2.083708580571034,winter
New York,2010-01-17,9.527590019217751,winter
New York,2010-01-18,-7.815595986394937,winter
New York,2010-01-19,-1.29947577944136,winter
New York,2010-01-20,-10.786535010397975,winter
New York,2010-01-21,-4.192044494046154,winter
New York,2010-01-22,1.2424388826536763,winter
New York,2010-01-23,-1.9227247430626249,winter
New York,2010-01-24,4.390804859269664,winter
New York,2010-01-25,-3.613697453424031,winter
New York,2010-01-26,6.899499693536284,winter
New York,2010-01-27,1.2469580351276064,winter
New York,2010-01-28,-0.12766978647050842,winter
New York,2010-01-29,2.976645479596065,winter
New York,2010-01-30,-3.6653789665030656,winter
New York,2010-01-31,0.46856996459662353,winter
New York,2010-02-01,-0.17141730220024617,winter
New York,2010-02-02,-3.002586949924378,winter
New York,2010-02-03,-16.550933095340156,winter
New York,2010-02-04,0.565816969825065,winter
New York,2010-02-05,6.607440383542979,winter
New York,2010-02-06,-9.744725302948098,winter
New York,2010-02-07,-5.0293677863089306,winter
New York,2010-02-08,2.279525252586229,winter
New York,2010-02-09,-1.5460893639430529,winter
New York,2010-02-10,6.869405230218098,winter
New York,2010-02-11,4.125143692664964,winter
New York,2010-02-12,2.3852297769923436,winter
New York,2010-02-13,1.8071045435211093,winter
New York,2010-02-14,-7.76874354676864,winter
New York,2010-02-15,2.388392458487083,winter
New York,2010-02-16,-4.152243057642034,winter
New York,2010-02-17,9.947122476639027,winter
New York,2010-02-18,-2.8461221583036664,winter
New York,2010-02-19,1.0517336667374442,winter
New York,2010-02-20,4.595152741421773,winter
New York,2010-02-21,1.0640346630543367,winter
New York,2010-02-22,-0.0728265997384127,winter
New York,2010-02-23,3.7688311125674328,winter
New York,2010-02-24,-9.846705336421222,winter
New York,2010-02-25,-2.77385176659433,winter
New York,2010-02-26,-5.872122891251237,winter
New York,2010-02-27,8.221722453046223,winter
New York,2010-02-28,3.387939231986267,winter
New York,2010-03-01,4.57037098563338,spring
New York,2010-03-02,10.946138587440576,spring
New York,2010-03-03,4.06276796618541,spring
New York,2010-03-04,3.0267549845460726,spring
New York,2010-03-05,5.545109682243937,spring
New York,2010-03-06,6.6712366854573535,spring
New York,2010-03-07,12.551768534553563,spring
New York,2010-03-08,20.49766013069268,spring
New York,2010-03-09,9.58137560160799,spring
New York,2010-03-10,5.964258170781801,spring
New York,2010-03-11,10.809260788681721,spring
New York,2010-03-12,16.443542583132647,spring
New York,2010-03-13,15.351448570602724,spring
New York,2010-03-14,21.35026153801721,spring
New York,2010-03-15,11.41247968622766,spring
New York,2010-03-16,16.794691006069815,spring
New York,2010-03-17,9.096295622606332,spring
New York,2010-03-18,10.18210509506757,spring
New York,2010-03-19,16.617236823194496,spring
New York,2010-03-20,7.287980319528883,spring
New York,2010-03-21,9.848745570652865,spring
New York,2010-03-22,16.531903327890767,spring
New York,2010-03-23,7.383811156290666,spring
New York,2010-03-24,0.1860943221658058,spring
New York,2010-03-25,9.920844831666898,spring
New York,2010-03-26,6.831777929893088,spring
New York,2010-03-27,7.221150048291763,spring
New York,2010-03-28,15.270030155644928,spring
New York,2010-03-29,12.437690039825451,spring
New York,2010-03-30,12.65023616836641,spring
New York,2010-03-31,3.7988954506343884,spring
New York,2010-04-01,8.730646491535698,spring
New York,2010-04-02,10.431918334913316,spring
New York,2010-04-03,11.808551147051942,spring
New York,2010-04-04,-3.5369559837986166,spring
New York,2010-04-05,1.3379464650973105,spring
New York,2010-04-06,5.1494286644692275,spring
New York,2010-04-07,16.085573011999657,spring
New York,2010-04-08,13.726878960839185,spring
New York,2010-04-09,7.692437233672168,spring
New York,2010-04-10,17.893566781966705,spring
New York,2010-04-11,8.029250110691805,spring
New York,2010-04-12,12.02591923838077,spring
New York,2010-04-13,8.232088134828313,spring
New York,2010-04-14,5.582093370035585,spring
New York,2010-04-15,15.127695281905982,spring
New York,2010-04-16,14.952723257661646,spring
New York,2010-04-17,7.006590729102858,spring
New York,2010-04-18,14.372997156507559,spring
New York,2010-04-19,7.695151911009114,spring
New York,2010-04-20,8.149301139608934,spring
New York,2010-04-21,12.802571351821166,spring
New York,2010-04-22,3.769486148156716,spring
New York,2010-04-23,5.6899685945781355,spring
New York,2010-04-24,1.593635377770683,spring
New York,2010-04-25,6.337382874354951,spring
New York,2010-04-26,10.257767571518144,spring
New York,2010-04-27,14.80493284783448,spring
New York,2010-04-28,12.060756756209237,spring
New York,2010-04-29,10.404605368184269,spring
New York,2010-04-30,8.449549104655791,spring
New York,2010-05-01,11.94119858880717,spring
New York,2010-05-02,5.938053503279583,spring
New York,2010-05-03,10.833413234802475,spring
New York,2010-05-04,2.359013903881552,spring
New York,2010-05-05,19.345549069507918,spring
New York,2010-05-06,1.0447894000292273,spring
New York,2010-05-07,5.131422247660265,spring
New York,2010-05-08,4.659400462975204,spring
New York,2010-05-09,5.878907494425266,spring
New York,2010-05-10,21.045644426837395,spring
New York,2010-05-11,17.821396180687255,spring
New York,2010-05-12,11.312917753355281,spring
New York,2010-05-13,8.318896797306804,spring
New York,2010-05-14,12.963669988971153,spring
New York,2010-05-15,17.2040399359942,spring
New York,2010-05-16,12.830003682227815,spring
New York,2010-05-17,12.19496315369719,spring
New York,2010-05-18,8.666664709359223,spring
New York,2010-05-19,15.817499343777662,spring
New York,2010-05-20,6.467012267207341,spring
New York,2010-05-21,13.680883595030384,spring
New York,2010-05-22,10.29782310041344,spring
New York,2010-05-23,7.521945731035374,spring
New York,2010-05-24,12.023683855569494,spring
New York,2010-05-25,8.988028244497517,spring
New York,2010-05-26,8.451764901145665,spring
New York,2010-05-27,20.788826210889034,spring
New York,2010-05-28,9.868809424932776,spring
New York,2010-05-29,14.27861228143651,spring
New York,2010-05-30,15.79493115916375,spring
New York,2010-05-31,1.5056170090862313,spring
New York,2010-06-01,30.31458374188976,summer
New York,2010-06-02,28.941747702506362,summer
New York,2010-06-03,32.87554349265565,summer
New York,2010-06-04,16.29600999966782,summer
New York,2010-06-05,16.947109472405472,summer
New York,2010-06-06,29.427235367599273,summer
New York,2010-06-07,19.956317768435518,summer
New York,2010-06-08,27.15837165238641,summer
New York,2010-06-09,35.34386890311354,summer
New York,2010-06-10,30.065669509385714,summer
New York,2010-06-11,25.354384290122518,summer
New York,2010-06-12,25.35305111616219,summer
New York,2010-06-13,25.581370687108173,summer
New York,2010-06-14,22.12590059424231,summer
New York,2010-06-15,21.742430376753045,summer
New York,2010-06-16,33.865942286923634,summer
New York,2010-06-17,26.974751708080376,summer
New York,2010-06-18,22.37153204795336,summer
New York,2010-06-19,22.982793708493027,summer
New York,2010-06-20,33.32102768200067,summer
New York,2010-06-21,25.43711630083104,summer
New York,2010-06-22,20.799966411049986,summer
New York,2010-06-23,32.75698986251731,summer
New York,2010-06-24,26.709165544965092,summer
New York,2010-06-25,23.489137374865287,summer
New York,2010-06-26,24.367728809383607,summer
New York,2010-06-27,26.528984555358576,summer
New York,2010-06-28,28.239094775466008,summer
New York,2010-06-29,25.886897273907124,summer
New York,2010-06-30,23.61464284381044,summer
New York,2010-07-01,18.782850766310574,summer
New York,2010-07-02,11.279334554246391,summer
New York,2010-07-03,18.037890735316367,summer
New York,2010-07-04,17.659024096646178,summer
New York,2010-07-05,28.771392188374755,summer
New York,2010-07-06,29.942555313299216,summer
New York,2010-07-07,26.526864188177072,summer
New York,2010-07-08,24.674887509574194,summer
New York,2010-07-09,17.32592953198094,summer
New York,2010-07-10,28.89639785911443,summer
New York,2010-07-11,18.792768068998363,summer
New York,2010-07-12,24.17533028001074,summer
New York,2010-07-13,18.780711114152545,summer
New York,2010-07-14,27.027547329120463,summer
New York,2010-07-15,23.649304873421094,summer
New York,2010-07-16,35.36478049864435,summer
New York,2010-07-17,33.74192138305704,summer
New York,2010-07-18,29.889728764522907,summer
New York,2010-07-19,22.491599721933,summer
New York,2010-07-20,29.875463169695156,summer
